lfdn;Problem;Cause;tag;Rank;Source Id;Target Id;HumanRelated;Category;Discussion needed
1486;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Lean startup means throwing solutions on a problem you don't know how to fix, so writing formal requirements is a distraction to playing around with different solutions.;Documentation overhead;1;37;2;;;
1486;Missing traceability;Lean startup + innovation + prototyping = lack of documentation;Missing documentation;4;83;8;;;
1486;Moving targets (changing goals, business processes and / or requirements);Innovative projects with unknown solutions means shifting focus and searching for answers, not work towards a predefined explicit goal.;Volatile industry segment that leads to changes;3;133;9;;;
1486;Time boxing / Not enough time in general;Funding;Poor project management;2;106;13;;;
1526;Communication flaws between the project and the customer;Weak domain knowledge;Missing domain knowledge;2;84;0;;;
1526;Communication flaws between the project and the customer;Weak domain knowledge;Missing domain knowledge;5;84;0;;;
1526;Gold plating (implementation of features without corresponding requirements);Over eagerness to please;Gold plating;1;38;3;;;
1526;Weak access to customer needs and / or (internal) business information;Weak domain knowledge;Missing domain knowledge;3;84;17;;;
1526;Weak knowledge about customer's application domain;Weak domain knowledge;Missing domain knowledge;4;84;18;;;
1542;Communication flaws between the project and the customer;I refer to customer as internal stakeholders: they have different ideas of what the system should and how, without really finding the need behind, also without considering that it is only 1 development team for at least 4 business units;Communication flaws between team and customer;3;22;0;Yes;Comprehension Issues;Yes
1542;Time boxing / Not enough time in general;1 development team (per area) and 1 platform for at least4 business units that are not aligned, and everybody wants everything by yesterday ;Lack of time;4;67;13;;;
1542;Weak access to customer needs and / or (internal) business information;If there is any feedback being captured e.g. through customer service, this information is not know by the project team;Lack of communication channels;2;58;17;;;
1542;Weak knowledge about customer's application domain;No feedback is captured from the real end-customers, requirements are coming from internal ideas, rather than supporting data after investigation;Lack of communication channels;1;58;18;;;
1560;Incomplete or hidden requirements;insufficient training in proper requirements illicitation and documentation;Weak qualification of RE team members;2;136;4;;;
1560;Inconsistent requirements;insufficient trianing in requirements illicitation;Lack of experience of RE team members;3;61;5;;;
1560;Stakeholders with difficulties in separating requirements from previously known solution designs;Long history within company resulting in staff holding to how it was done in the past;Missing willingless to change;1;100;10;;;
1560;Underspecified requirements that are too abstract and allow for various interpretations;Assumption that highNotCodablelevel expectations is sufficient;Requirements remain too abstract;4;111;15;;;
1560;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Attempt to please customer by giving them what they ask for rather than digging for what they really need;Lack of a well-defined RE process;5;56;16;;;
1617;Communication flaws between the project and the customer;Project sponsor and project requestor have different demands and are overloaded ;Conflict of interests at management level;2;29;0;;;
1617;Communication flaws within the project team;Siloed teams, sitting in different areas, no common goal and purpose;Too high team distribution;1;122;1;;;
1617;Incomplete or hidden requirements;Missed something during requirements discovery phase;Incomplete requirements;3;45;4;;;
1617;Inconsistent requirements;Missed requirements, several peopel developed them using their own standarts, not signed off before transition to the next phase;Poor requirements elicitation techniques;4;107;5;;;
1617;Weak access to customer needs and / or (internal) business information;Customer is not interested, not willing to share business critical information;Requirements engineer has no influence on customer;5;110;17;;;
1618;Communication flaws between the project and the customer;This results in not always delivering the feature or product that adresses the biggest need for the most customers.;Insufficient analysis at the beginning of the project;3;47;0;;;
1618;Stakeholders with difficulties in separating requirements from previously known solution designs;This results in having the same discussions discussing pros and cons of solutions;Missing solution approach;2;97;10;;;
1618;Time boxing / Not enough time in general;This results in features that don't fully meet the customer needs, weaker quality or missed dates. ;High quality expectation of customer;1;41;13;;;
1620;Communication flaws within the project team;Different countries and working times NotCodable this is generally not an issue;Too high team distribution;4;122;1;;;
1620;Gold plating (implementation of features without corresponding requirements);"Developers trying to add their individual flair for personal reasons; when sponsored by lead trying to go beyond what project requires";Gold plating;1;38;3;;;
1620;Insufficient support by project lead;We have a lot of turnover at our company so sometimes having project leads take ownership is an institutional challenge.;Lack of project management;2;64;7;;;
1620;Time boxing / Not enough time in general;Sometimes account managers and sales may not be realistic with their timelines promised to customers.  ;Poor project management;3;106;13;;;
1620;Underspecified requirements that are too abstract and allow for various interpretations;Sometimes requirements are not specific enough from the customer or account management so clarification is needed. ;Requirements remain too abstract;5;111;15;;;
1621;Incomplete or hidden requirements;Specifying requirements with  it should work like this product ;Lack of a well-defined RE process;2;56;4;;;
1621;Stakeholders with difficulties in separating requirements from previously known solution designs;Specifying requirements with  it should work like this product ;Lack of a well-defined RE process;1;56;10;;;
1621;Time boxing / Not enough time in general;Product owner only reactionary, not planning ahead;Weak management at customer side;4;135;13;;;
1621;Underspecified requirements that are too abstract and allow for various interpretations;Specifying requirements with  it should work like this product ;Solution orientation;3;114;15;;;
1624;Communication flaws between the project and the customer;not enough clarity on what the customer needs;Missing RE awareness at team side;1;95;0;;;
1624;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;management needs to approve;Customer does not formally approve the requirements;4;33;2;;;
1624;Inconsistent requirements;At times there will a rush to do things that seem as a priority but they seem to be dud projects;Poor project management;3;106;5;;;
1624;Stakeholders with difficulties in separating requirements from previously known solution designs;radical changes need changes done in smaller increments with POCs there have been instances where the projects were scrapped;Lack of change management at customer side;2;57;10;;;
1624;Weak knowledge about customer's application domain;Some of the features implemented are not necessarily customers number one focus;Lack of requirements management;5;65;18;;;
1650;Communication flaws between the project and the customer;The interface between them;Communication flaws between team and customer;5;22;0;;;
1650;Communication flaws between the project and the customer;The interface between them;Not following the communication plan;2;103;0;;;
1650;Inconsistent requirements;Communication between customer stakeholders;Communication flaws between team and customer;1;22;5;Yes;Communication Issues;No
1650;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholder education;Lack of teamwork skills;4;66;10;;;
1650;Weak access to customer needs and / or (internal) business information;The value of the project to the customer/business.;Insufficient information;3;49;17;;;
1651;Gold plating (implementation of features without corresponding requirements);Building a scalable system before validating the customer needs;Lack of a well-defined RE process;4;56;3;;;
1651;Incomplete or hidden requirements;Unknown technical debt issues from existing code. ;Insufficient information;1;49;4;;;
1651;Moving targets (changing goals, business processes and / or requirements);Multi-regional dependencies across multiple projects;Complexity of project;3;25;9;;;
1651;Stakeholders with difficulties in separating requirements from previously known solution designs;Lack of understanding of the challenges within the problem domain ie. its more complicated than appears;Missing concentration on business needs;2;80;10;;;
1663;Communication flaws between the project and the customer;tries to save face/ Yes  answer to please the customer;Lack of experience of RE team members;3;61;0;;;
1663;Communication flaws within the project team;offshore team members don't understand english well enough/lost in translation/tried to save face;Language barriers;2;70;1;;;
1663;Time boxing / Not enough time in general;underestimating the effort required, lack of commitment from the top management;Poor project management;1;106;13;;;
1663;Weak knowledge about customer's application domain;lack of initiative to learn/spoonNotCodablefeeding;Missing domain knowledge;4;84;18;;;
1668;Incomplete or hidden requirements;They are not obvious and come from various sources;Many customers;1;71;4;;;
1668;Inconsistent requirements;Difficult to verbalize;Poor requirements elicitation techniques;2;107;5;;;
1668;Stakeholders with difficulties in separating requirements from previously known solution designs;Difficult to quantify;Complexity of project;5;25;10;;;
1668;Technically unfeasible requirements;Different levels of detail;Complexity of RE;3;26;11;;;
1668;Unclear / unmeasurable non-functional requirements;It cover areas with specific functions;Complexity of project;4;25;14;;;
1669;Communication flaws between the project and the customer;INFORMATION HIDDEN BY THE CUSTOMER;Conflict of interests at customer side;5;28;0;;;
1669;Communication flaws within the project team;Ambiguous REQUIREMENTS INCONSISTENT;Missing completeness check of requirements;2;79;1;;;
1669;Time boxing / Not enough time in general;Poor requirements elicitation;Poor requirements elicitation techniques;1;107;13;;;
1669;Underspecified requirements that are too abstract and allow for various interpretations;Lack of communication;Communication flaws between team and customer;4;22;15;;;
1669;Weak access to customer needs and / or (internal) business information;Lack of collaboration on the part of the client;Missing customer involvement;3;81;17;;;
1670;Incomplete or hidden requirements;They have several sources;Many customers;1;71;4;;;
1670;Inconsistent requirements;Difficult to express;Poor requirements elicitation techniques;2;107;5;;;
1670;Stakeholders with difficulties in separating requirements from previously known solution designs;Difficult to quantify;Complexity of project;5;25;10;;;
1670;Technically unfeasible requirements;Different levels of detail;Complexity of RE;3;26;11;;;
1670;Unclear / unmeasurable non-functional requirements;It cover specific areas;Complexity of project;4;25;14;;;
1675;Communication flaws between the project and the customer;Overloaded customer liaison ;Workload of customer;3;138;0;;;
1675;Communication flaws within the project team;Personality differences;Conflicts of personalities;4;32;1;;;
1675;Inconsistent requirements;Lack of communication between analysts, design etc;Miscommunication between RE team;5;73;5;;;
1675;Moving targets (changing goals, business processes and / or requirements);Insufficient research in to the problem being solved;Insufficient analysis at the beginning of the project;1;47;9;;;
1675;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;General flux of startup-phase business;Changing business needs;2;21;16;No;Project Nature Issue;No
1676;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;our customers (eg developers) want something  now , which forces us to timebox other tasks and come back at a later time.;Changing business needs;2;21;2;Yes;Project organization and management Issues;Yes
1676;Gold plating (implementation of features without corresponding requirements);the team easily gets into a rabbit hole when a small tasks requires a bunch of other work in it's dependencies because we had to deliver another task  yesterday ;Insufficient planning of RE;3;50;3;;;
1676;Incomplete or hidden requirements;the requirements of a story tend to expand when we start working on a story because we notice not all our dependencies have  been fulfilled (had to deliver these dependencies  yesterday  earlier) ;Insufficient analysis at the beginning of the project;4;47;4;;;
1676;Time boxing / Not enough time in general;our customers (eg developers) want something  now , which forces us to timebox other tasks and come back at a later time.;Poor project management;1;106;13;;;
1676;Unclear / unmeasurable non-functional requirements;this generally works out fine for us, but we don't always think the non-functional requirements through, in favour of delivering more stories in the current sprint.;Inability to specify measurable non-functional requirements;5;43;14;;;
1690;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;The customer does not know what he/she wants;Customer does not know what he wants;1;34;2;;;
1690;Incomplete or hidden requirements;The customer wants all changes immediately;Lack of change management at customer side;2;57;4;;;
1690;Time boxing / Not enough time in general;Project leader doesn't have priorities and clear times;Poor project management;3;106;13;;;
1690;Underspecified requirements that are too abstract and allow for various interpretations;The client and the project leader do not make requirements with responsability;Missing customer involvement;4;81;15;;;
1695;Insufficient support by project lead;High level of dependency;Complexity of project;1;25;7;;;
1695;Unclear / unmeasurable non-functional requirements;LACK OF PROCESS INTEGRATION;Poor requirements elicitation techniques;5;107;14;;;
1695;Underspecified requirements that are too abstract and allow for various interpretations;Lack of importance;Missing RE awareness at customer side;4;94;15;;;
1695;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Lack of reuse;Insufficient agility;3;46;16;;;
1695;Weak relationship between customer and project lead;Lack of direct availability or time.;Lack of communication channels;2;58;19;;;
1697;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Some time the requirements are not specified enough and may cause wrong developments;Requirements remain too abstract;4;111;2;;;
1697;Missing traceability;The software has many teams envolved and sometimes all the parts don't document the changes well;Lack of a well-defined RE process;2;56;8;;;
1697;Time boxing / Not enough time in general;Some features have very high importance to the customer and are not started in time.;Poor project management;3;106;13;;;
1697;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;The software has many teams envolved and sometimes all the parts don't document the changes well;Insufficient resource plan;1;52;16;;;
1698;Communication flaws within the project team;LACK OF COMMUNICATION;Miscommunication between RE team;1;73;1;;;
1698;Insufficient support by project lead;Poor support;Lack of leadership;2;63;7;;;
1698;Technically unfeasible requirements;Unfeasible requirement;Unfeasible requirements;4;132;11;;;
1698;Unclear / unmeasurable non-functional requirements;Unclear REQUIREMENTS;Poor requirements elicitation techniques;5;107;14;;;
1698;Weak access to customer needs and / or (internal) business information;Weak access to customer needs;Insufficient information;3;49;17;;;
1699;Terminological problems;The tem is responsible for collecting requirements;Poor requirements elicitation techniques;2;107;12;;;
1703;Insufficient support by customer;The process is not well described by the customer;Missing knowledge transfer;1;89;6;;;
1703;Insufficient support by project lead;The responsible should be part of the project TO SEE THE CONSEQUENCES OF CHANGE;Insufficient collaboration in process;5;48;7;;;
1703;Moving targets (changing goals, business processes and / or requirements);Improper elicitation causes too many unexpected changes;Unexpected changes in requirements;2;131;9;;;
1703;Technically unfeasible requirements;The client presents requirements that are not necessary;Unfeasible requirements;4;132;11;;;
1703;Time boxing / Not enough time in general;Many changes in a short time;Volatile requirements;3;134;13;;;
1705;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Changing or erroneous requirements;Unexpected changes in requirements;4;131;2;;;
1705;Insufficient support by customer;The client does not know what he/she needs;Customer does not know what he wants;1;34;6;;;
1705;Stakeholders with difficulties in separating requirements from previously known solution designs;Lack of knowledge by the user;Missing domain knowledge;2;84;10;;;
1705;Underspecified requirements that are too abstract and allow for various interpretations;Wrong requirements;Poor requirements elicitation techniques;3;107;15;;;
1705;Weak knowledge about customer's application domain;Ambiguous REQUIREMENTS;Requirements remain too abstract;5;111;18;;;
1717;Technically unfeasible requirements;The client expectations with many resources;Unfeasible requirements;3;132;11;;;
1717;Time boxing / Not enough time in general;There is no planning;Poor project management;1;106;13;;;
1717;Weak access to customer needs and / or (internal) business information;Delayed input (customer);Missing customer involvement;4;81;17;;;
1717;Weak knowledge about customer's application domain;Improper analysis;Lack of a well-defined RE process;2;56;18;;;
1717;Weak relationship between customer and project lead;POOR INFORMATION PROVIDED BY THE CUSTOMER;Insufficient information;5;49;19;;;
1718;Incomplete or hidden requirements;"Incomplete knowledge of the customer and the best way to solve the problem; Complexity of the software solution makes it challenging to consider all aspects of what needs to be changed";Lack of requirements management;2;65;4;;;
1718;Missing traceability;Lack of proper tools for requirements traceability;Missing tool support;4;99;8;;;
1718;Time boxing / Not enough time in general;"A lot of requirements to address; Poorly specified requirements results in long discussions about what the requirements actually are";Poor requirements elicitation techniques;1;107;13;;;
1718;Underspecified requirements that are too abstract and allow for various interpretations;"Lack of mechanism to generate specific enough requirements; Shortage of time to specify requirements";Poor requirements elicitation techniques;5;107;15;;;
1718;Weak access to customer needs and / or (internal) business information;Poor access to the customer ;Missing customer involvement;3;81;17;;;
1723;Insufficient support by customer;Client-server relationship;Communication flaws between team and customer;3;22;6;;;
1723;Terminological problems;Teams used in the project fails;Lack of experience of RE team members;1;61;12;;;
1723;Underspecified requirements that are too abstract and allow for various interpretations;Lack of budget;Poor project management;2;106;15;;;
1727;Incomplete or hidden requirements;Lack of money;Insufficient resources;4;53;4;;;
1727;Inconsistent requirements;Relationships with customers;Communication flaws between team and customer;1;22;5;Yes;Reliance Issues;No
1727;Missing traceability;Lack of training;Lack of training;3;68;8;;;
1727;Technically unfeasible requirements;Ambiguous REQUIREMENTS;Requirements remain too abstract;5;111;11;;;
1727;Weak knowledge about customer's application domain;Lack of equipments;Insufficient resources;2;53;18;;;
1741;Incomplete or hidden requirements;Assumptions of same knowledge;Missing knowledge transfer;1;89;4;;;
1741;Moving targets (changing goals, business processes and / or requirements);Changes in laws;Volatile industry segment that leads to changes;4;133;9;;;
1741;Terminological problems;Assumptions of same knowledge;Missing domain knowledge;2;84;12;;;
1741;Time boxing / Not enough time in general;Changes in laws;Volatile requirements;3;134;13;;;
1741;Underspecified requirements that are too abstract and allow for various interpretations;Assumptions of same knowledge;Poor requirements elicitation techniques;5;107;15;;;
1742;Communication flaws between the project and the customer;none communicated preassumptions regarding existing mutual understanding;Communication flaws between team and customer;1;22;0;Yes;Communication Issues;No
1742;Communication flaws within the project team;forgotten/noneexisting communication regarding project related information or changes;Lack of requirements management;2;65;1;;;
1742;Insufficient support by customer;Customer are still supposed to handle everyday linework as usual, they don't have mandate to take decisions or require other resources internally;Communication flaws between team and customer;3;22;6;;;
1742;Moving targets (changing goals, business processes and / or requirements);lacks in customer understanding how changes impacts project regarding economics, planning resources;Lack of change management at customer side;5;57;9;;;
1742;Unclear / unmeasurable non-functional requirements;lack in communication;Communication flaws between team and customer;4;22;14;;;
1744;Incomplete or hidden requirements;Angry, dissapointed customer;Communication flaws between team and customer;3;22;4;;;
1744;Technically unfeasible requirements;Same;Unfeasible requirements;4;132;11;;;
1744;Underspecified requirements that are too abstract and allow for various interpretations;Hard to deliver according to time, budget and hoped;Poor project management;1;106;15;;;
1751;Insufficient support by project lead;"Short of time;";Lack of time;3;67;7;;;
1751;Time boxing / Not enough time in general;Wrong time estimation;Poor requirements elicitation techniques;5;107;13;;;
1753;Incomplete or hidden requirements;Stakeholders and customers assumption. For instance NotCodable  We assumed that all tNotCodableshirts are green. Thats how it always is ;Customer does not know what he wants;4;34;4;;;
1753;Moving targets (changing goals, business processes and / or requirements);Our technical world is changing. In our case its available bandwidth in telecom networks, more routers between nodes, mor capable endpoints (smartphones, tablets), and changing usecases (like streaming media, netflix...);Changing business needs;5;21;9;No;Project Nature Issue;No
1753;Technically unfeasible requirements;Physical limitations like bandwidth limitation, CPU-speeds/threading, heat in electronic components;Missing technical knowledge;1;98;11;;;
1753;Terminological problems;Different technical knowledge of the domain (very experienced engineers talking to non technical stakeholders);Missing domain knowledge;2;84;12;;;
1753;Time boxing / Not enough time in general;"Time = money - and we have a budget. Also; Some functionality have a window of delivery (which must be met)";Lack of time;3;67;13;;;
1755;Incomplete or hidden requirements;Missunderstandings;Subjective interpretations;1;119;4;;;
1755;Missing traceability;Difficult to follow;Missing tool support;3;99;8;;;
1755;Time boxing / Not enough time in general;Stressed;Lack of time;4;67;13;;;
1755;Underspecified requirements that are too abstract and allow for various interpretations;Missunderstandings;Customer does not know what he wants;5;34;15;;;
1755;Underspecified requirements that are too abstract and allow for various interpretations;Missunderstandings;Lack of requirements management;5;65;15;;;
1756;Communication flaws between the project and the customer;Different backgrounds and mindsets, not perfect understandinig of the problem domain;Missing domain knowledge;1;84;0;;;
1756;Communication flaws within the project team;Different backgrounds and mindsets, not perfect understandinig of the solution domain;Lack of teamwork skills;2;66;1;;;
1756;Stakeholders with difficulties in separating requirements from previously known solution designs;People and organizations tend to follow familiar patterns. It's sometimes difficult to even make them understand there are other ways of doing things, let alone assessing and perhaps recognizing they may be better;Missing willingless to change;4;100;10;;;
1756;Terminological problems;Requirements wording may be unequivocal for a business audience but not for a technical one;Poor requirements elicitation techniques;3;107;12;;;
1759;Gold plating (implementation of features without corresponding requirements);informal nature of the project;Lack of a well-defined RE process;2;56;3;;;
1759;Inconsistent requirements;informal nature of the project;Lack of a well-defined RE process;1;56;5;;;
1759;Terminological problems;informal nature of the project;Complexity of project;4;25;12;;;
1759;Unclear / unmeasurable non-functional requirements;informal nature of the project;Complexity of domain;5;24;14;;;
1759;Underspecified requirements that are too abstract and allow for various interpretations;informal nature of the project;Requirements remain too abstract;3;111;15;;;
1761;Moving targets (changing goals, business processes and / or requirements);Technical uncertainty ;Missing knowledge about development framework;1;88;9;;;
1761;Technically unfeasible requirements;Prototyping vs build robust sustainable system;Lack of a well-defined RE process;4;56;11;;;
1761;Time boxing / Not enough time in general;Things take time ;Lack of time;2;67;13;;;
1761;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Find the right market approach ;Unclear business needs;3;126;16;;;
1762;Incomplete or hidden requirements;Many customer in different domains;Many customers;1;71;4;;;
1762;Moving targets (changing goals, business processes and / or requirements);Changing the plan because financial difficulties;Unexpected changes in requirements;2;131;9;;;
1767;Incomplete or hidden requirements;Customer assumes the requirement is implicit ;Subjective interpretations;1;119;4;;;
1767;Moving targets (changing goals, business processes and / or requirements);Customer is not fully aware of what they want neither is project team;Stakeholders lack business vision and understanding;2;117;9;;;
1804;Incomplete or hidden requirements;Hardware Specification and External Suppliers;Poor requirements elicitation techniques;2;107;4;;;
1804;Inconsistent requirements;Incompatibility between hardware and software data;Missing tool support;3;99;5;;;
1804;Missing traceability;Lack of Tools ;Missing tool support;4;99;8;;;
1804;Time boxing / Not enough time in general;Not enoughTeam Collaboration;Insufficient collaboration in process;1;48;13;;;
1804;Weak knowledge about customer's application domain;Lack of Communication between customer and Developers or Architects;Communication flaws between team and customer;5;22;18;;;
1805;Communication flaws between the project and the customer;Customer not used to formalize requirements;Lack of requirements management;2;65;0;;;
1805;Incomplete or hidden requirements;Customer not used to formalize requirements;Missing RE awareness at customer side;5;94;4;;;
1805;Inconsistent requirements;Customer not used to formalize requirements;Lack of a well-defined RE process;4;56;5;;;
1805;Moving targets (changing goals, business processes and / or requirements);Customer not clear about what they want until they see the result;Unclear project scope;1;127;9;;;
1805;Weak knowledge about customer's application domain;The domain is very difficult;Missing domain knowledge;3;84;18;;;
1810;Communication flaws within the project team;Different personalities with different skill levels;Different skill levels;1;36;1;;;
1810;Incomplete or hidden requirements;People left the company, causing loss of historical knowledge.;Stakeholder fluctuation;3;116;4;;;
1810;Inconsistent requirements;Trying to address multiple markets with one solution;Unclear project scope;4;127;5;;;
1810;Terminological problems;Different backgrounds for different team members;Team fluctuation;5;120;12;;;
1810;Weak access to customer needs and / or (internal) business information;Inability for technical experts to talk directly with customers;Lack of communication channels;2;58;17;;;
1812;Incomplete or hidden requirements;users do not realise their needs until later;Customer does not know what he wants;1;34;4;;;
1812;Time boxing / Not enough time in general;customer wants everthing right now - problem with scoping;Missing prioritization by customer;5;92;13;;;
1812;Unclear / unmeasurable non-functional requirements;not specified well;Missing requirements specification template;2;96;14;;;
1812;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;differences of opinion on what is importatn among customers;Conflicting stakeholder viewpoints;3;31;16;;;
1812;Weak access to customer needs and / or (internal) business information;hard to contact customer;Missing customer involvement;4;81;17;;;
1820;Communication flaws within the project team;Little empathy in the team;Lack of teamwork skills;3;66;1;;;
1820;Insufficient support by customer;Communication failure;Communication flaws between team and customer;5;22;6;;;
1820;Missing traceability;Weak processes and usage of tools;Missing tool support;1;99;8;;;
1820;Moving targets (changing goals, business processes and / or requirements);mismanagement;Lack of project management;4;64;9;;;
1820;Technically unfeasible requirements;poor specification;Missing requirements specification template;2;96;11;;;
1828;Communication flaws between the project and the customer;difficult access from the customer side;Missing engagement by customer;4;85;0;;;
1828;Incomplete or hidden requirements;lack of technical knowlede when writing the requirements;Weak qualification of RE team members;2;136;4;;;
1828;Inconsistent requirements;multiple responsibles for the writing of requirements;Miscommunication between RE team;1;73;5;;;
1828;Underspecified requirements that are too abstract and allow for various interpretations;"multiple responsibles for the writing of requirements; lack of technical knowlede when writing the requirements";Missing technical knowledge;5;98;15;;;
1828;Weak access to customer needs and / or (internal) business information;Communication flaws between the project and the customer;Communication flaws between team and customer;3;22;17;;;
1831;Communication flaws between the project and the customer;Sometimes clients say they did not receive the report when we have evidence that they have received it...;Communication flaws between team and customer;1;22;0;Yes;Communication Issues;No
1831;Underspecified requirements that are too abstract and allow for various interpretations;Lack of knowledge or specificity;Lack of a well-defined RE process;2;56;15;;;
1840;Communication flaws within the project team;"several team members do not work full time and do not have to spend time on communication; understanding of different skills ";Miscommunication between RE team;1;73;1;;;
1840;Incomplete or hidden requirements;more related to not all are aware of the requirements, lack of communication;Communication flaws between team and customer;5;22;4;;;
1840;Incomplete or hidden requirements;more related to not all are aware of the requirements, lack of communication;Missing RE awareness at customer side;5;94;4;;;
1840;Moving targets (changing goals, business processes and / or requirements);The regulations is changing and intrepreted differently depending on who is reading it;Volatile industry segment that leads to changes;2;133;9;;;
1840;Time boxing / Not enough time in general;Time is critical for the go live;Lack of time;3;67;13;;;
1842;Insufficient support by customer;Client was not dedicated exclusively to my project, so sometimes he had other projects to which devoted more attention - the other projects were less important, but often were more urgent;Insufficient collaboration in process;5;48;6;;;
1842;Time boxing / Not enough time in general;Time-to-market aggressive;Lack of time;3;67;13;;;
1842;Unclear / unmeasurable non-functional requirements;With respect to to the case of nonNotCodablefunctional requirements not being measurable: lack of time to invest in the formal definition of these requirements and the fact that they are implicit and not formally required by the customer;Inability to specify measurable non-functional requirements;4;43;14;;;
1842;Weak access to customer needs and / or (internal) business information;We were implementing a system that would serve hundreds of customers with different needs. Due to lack of time, we were unable to talk with a representative number of clients;Many customers;1;71;17;;;
1842;Weak knowledge about customer's application domain;The project team worked little with similar systems to those they were trying to implement;Lack of experience of RE team members;2;61;18;;;
1844;Communication flaws between the project and the customer;Little customer availability;Lack of time;2;67;0;;;
1844;Communication flaws between the project and the customer;The customer has lack of time;Lack of time;5;67;0;;;
1844;Insufficient support by customer;Client is too busy;Workload of customer;1;138;6;;;
1844;Terminological problems;Not always the grammatical context between the client and the team is the same!;Communication flaws between team and customer;3;22;12;;;
1844;Time boxing / Not enough time in general;very tight time;Lack of time;4;67;13;;;
1849;Communication flaws between the project and the customer;"Lack of involvement from the end-user; bad communication practices from the product owner";Missing customer involvement;1;81;0;;;
1849;Incomplete or hidden requirements;Unclear user stories;Weak qualification of RE team members;2;136;4;;;
1849;Time boxing / Not enough time in general;Bad planning;Poor project management;3;106;13;;;
1849;Unclear / unmeasurable non-functional requirements;Bad requirement interviews;Poor requirements elicitation techniques;5;107;14;;;
1849;Underspecified requirements that are too abstract and allow for various interpretations;Bad requirement interviews;Poor requirements elicitation techniques;4;107;15;;;
1894;Communication flaws within the project team;Different technical skills lead to a different language and different understandings of what is requested or required;Weak qualification of RE team members;4;136;1;;;
1894;Moving targets (changing goals, business processes and / or requirements);Multiple projects happening and fighting for priorities, funding, technical resources. etc.;Lack of project management;2;64;9;;;
1894;Stakeholders with difficulties in separating requirements from previously known solution designs;conflicting interests between stakeholders, which is normal in large organizations and needs to be managed;Conflicting stakeholder viewpoints;3;31;10;;;
1894;Time boxing / Not enough time in general;normal business pressure for fast delivery of results;Strict time schedule by customer;1;118;13;;;
1896;Communication flaws between the project and the customer;Customer is mostly non tech-savvy;Missing technical knowledge;3;98;0;;;
1896;Moving targets (changing goals, business processes and / or requirements);"Feature creep;Small workforce";Unclear business needs;1;126;9;;;
1896;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholders non tech-savvy;Missing IT project experience at customer side;5;87;10;;;
1896;Unclear / unmeasurable non-functional requirements;Vague or abstract requirements;Requirements remain too abstract;4;111;14;;;
1896;Underspecified requirements that are too abstract and allow for various interpretations;"Free for all requirement specification (i.e, everyone is allowed to suggest features);";Lack of a well-defined RE process;2;56;15;;;
1909;Gold plating (implementation of features without corresponding requirements);Lack of methodology;Insufficient planning of RE;3;50;3;;;
1909;Incomplete or hidden requirements;Lack of methodology;Missing methodology;1;90;4;;;
1909;Moving targets (changing goals, business processes and / or requirements);Lack of methodology;Lack of requirements management;2;65;9;;;
1909;Time boxing / Not enough time in general;Inability to manage customer expectations;Lack of experience of RE team members;4;61;13;;;
1909;Unclear / unmeasurable non-functional requirements;Lack of methodology;Poor project management;5;106;14;;;
1911;Inconsistent requirements;Lack of knowledge abstraction of the domain of the project / product as a whole;Missing domain knowledge;1;84;5;;;
1911;Technically unfeasible requirements;Lack of notion of technical limitations;Unfeasible requirements;3;132;11;;;
1911;Time boxing / Not enough time in general;Lack of notion between the requirement and the technical solution;Missing solution approach;2;97;13;;;
1911;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Uncertainty of what is desired as system functionality;Customer does not know what he wants;4;34;16;;;
1911;Weak knowledge about customer's application domain;Lack of introductory documentation;Missing documentation;5;83;18;;;
1917;Incomplete or hidden requirements;insufficient documentation/briefing;Missing documentation;4;83;4;;;
1917;Inconsistent requirements;inexperienced personal;Lack of experience of RE team members;5;61;5;;;
1917;Time boxing / Not enough time in general;insufficient planning;Poor project management;1;106;13;;;
1917;Unclear / unmeasurable non-functional requirements;It's usually an ego origin;Conflict of personalities;3;30;14;;;
1917;Underspecified requirements that are too abstract and allow for various interpretations;insufficient documentation/briefing ;Lack of a well-defined RE process;2;56;15;;;
1918;Communication flaws within the project team;organizational problems of the teams.;Weak qualification of RE team members;5;136;1;;;
1918;Incomplete or hidden requirements;Gaps in the creation, review and estimation of the requirements.;Insufficient analysis at the beginning of the project;4;47;4;;;
